ID,Preço da passagem,Espaço disponível é suficiente para os passageiros sentados ou em pé,Temperatura interna ,Tempo total de viagem  ,Frequência com que os veículos passam ao longo dia ,Velocidade dos veículos  ,Segurança dentro dos veículos e nos pontos de ônibus/estações ,"Informação de linhas, horários e itinerários  ",Locais atendidos pelo transporte público ,Confiabilidade nos horários ,Facilidade de entrada e saída dos veículos e/ou estações e pontos de ônibus  ,Limpeza dentro do veículo e nos pontos de ônibus e estações
344,1,1,1,1,1,1,1,1,1,1,1,1
345,1,1,1,1,1,1,1,1,1,1,1,1
346,1,1,1,1,1,1,1,1,1,1,1,1
347,1,1,1,1,1,1,1,1,1,1,1,1
348,1,1,1,1,1,1,1,1,1,1,1,1
349,1,5,5,1,1,1,1,5,5,1,5,5
350,1,1,1,1,1,1,1,1,1,1,1,1
351,1,1,1,1,1,1,1,1,1,1,1,1
352,1,1,1,1,1,1,1,1,1,1,1,1
353,1,4,4,1,1,1,1,5,5,1,4,3
354,1,5,5,1,1,1,1,5,5,1,5,5
355,1,1,1,1,1,1,1,1,1,1,1,1
356,1,1,1,1,1,1,1,1,1,1,1,1
357,1,5,5,1,1,1,1,5,5,1,5,2
358,1,1,1,1,1,1,1,1,1,1,1,1
359,1,1,1,1,1,1,1,1,1,1,1,1
360,1,1,1,1,1,1,1,1,1,1,1,1
361,1,1,1,1,1,1,1,1,1,1,1,1
362,1,5,5,1,2,1,1,5,2,2,2,2
363,1,5,5,1,1,1,1,5,5,5,5,5
364,1,4,2,2,4,2,1,5,4,2,2,2
365,1,1,1,1,1,1,1,1,1,1,1,1
366,1,1,1,1,1,1,1,1,1,1,1,1
367,1,1,1,1,1,1,1,1,1,1,1,1
368,1,1,1,1,1,1,1,1,1,1,1,1
369,1,1,1,1,1,1,1,1,1,1,1,1
370,1,1,1,1,1,1,1,1,1,1,1,1
371,1,1,1,1,1,1,1,1,1,1,1,1
372,1,5,5,1,1,1,1,5,5,1,5,5
373,1,1,1,1,1,1,1,1,1,1,1,1
374,1,1,1,1,1,1,1,1,1,1,1,1
375,1,1,1,1,1,1,1,1,1,1,1,1
376,1,5,5,1,1,1,1,5,1,1,1,1
377,1,1,1,1,1,1,1,1,1,1,1,1
378,1,1,1,1,1,1,1,1,1,1,1,1
379,1,1,1,1,1,1,1,1,1,1,1,1
380,1,1,1,1,1,1,1,1,1,1,1,1
381,1,1,1,1,1,1,1,1,1,1,1,1
382,1,1,1,1,1,1,1,1,1,1,1,1
383,1,1,1,1,1,1,1,1,1,1,1,1
384,1,1,1,1,1,1,1,1,1,1,1,1
385,1,5,5,1,1,1,1,5,5,1,5,5
386,1,1,1,1,1,1,1,1,1,1,1,1
387,1,2,4,1,1,4,1,5,4,2,4,2
388,1,1,1,1,1,1,1,1,1,1,1,1
389,1,1,1,1,1,1,1,1,1,1,1,1
390,1,1,1,1,1,1,1,1,1,1,1,1
391,1,5,5,1,1,1,1,5,5,1,5,5
392,1,1,1,1,1,1,1,1,1,1,1,1
393,1,1,4,1,1,1,1,4,2,1,2,1
394,1,1,1,1,1,1,1,1,1,1,1,1
395,1,1,1,1,1,1,1,1,1,1,1,1
396,1,1,1,1,1,1,1,1,1,1,1,1
397,1,1,1,1,1,1,1,1,1,1,1,1
398,1,1,1,1,1,1,1,1,1,1,1,1
399,1,1,1,1,1,1,1,1,1,1,1,1
400,1,5,5,1,1,1,1,5,5,1,5,5
401,1,1,1,1,1,1,1,1,1,1,1,1
402,1,1,1,1,1,1,1,1,1,1,1,1
403,1,5,5,5,1,1,1,5,5,1,5,5
404,1,1,1,1,1,1,1,1,1,1,1,1
405,1,2,4,1,2,2,1,4,4,2,4,2
406,1,1,1,1,1,1,1,1,1,1,1,1
407,1,1,1,1,1,1,1,1,1,1,1,1
408,1,1,1,1,1,1,1,1,1,1,1,1
409,1,1,1,1,1,1,1,1,1,1,1,1
410,1,1,1,1,1,1,1,1,1,1,1,1
411,1,1,1,1,1,1,1,1,1,1,1,1
412,1,1,1,1,1,1,1,1,1,1,1,1
413,1,1,1,1,1,1,1,1,1,1,1,1
414,1,1,1,1,1,1,1,1,1,1,1,1
415,1,2,2,1,2,2,1,2,2,2,2,2
416,1,5,5,1,1,1,1,5,5,5,5,5
417,1,1,1,1,1,1,1,1,1,1,1,1
418,1,1,1,1,1,1,1,1,1,1,1,1
419,1,4,4,1,1,1,1,4,4,1,4,1
420,1,1,1,1,1,1,1,1,1,1,1,1
421,1,1,1,1,1,1,1,1,1,1,1,1
422,1,1,1,1,1,1,1,5,5,1,5,1
423,1,1,1,1,1,1,1,1,1,1,1,1
424,1,1,1,1,1,1,1,1,1,1,1,1
425,1,1,1,1,1,1,1,1,1,1,1,1
426,1,1,1,1,1,1,1,1,1,1,1,1
427,1,5,4,1,1,1,1,5,5,1,4,2
428,1,1,1,1,1,1,1,1,1,1,1,1
429,1,1,1,1,1,1,1,1,1,1,1,1
430,1,1,1,1,1,1,1,1,1,1,1,1
431,1,1,1,1,1,1,1,1,1,1,1,1
432,1,1,1,1,1,1,1,1,1,1,1,1
433,1,1,1,1,1,1,1,1,1,1,1,1
434,1,1,1,1,1,1,1,1,1,1,1,1
435,1,1,1,1,1,1,1,1,1,1,1,1
436,1,1,1,1,1,1,1,1,1,1,1,1
437,1,1,1,1,1,1,1,1,1,1,1,1
438,1,1,1,1,1,1,1,1,1,1,1,1
439,1,1,1,1,1,1,1,1,1,1,1,1
440,1,1,1,1,1,1,1,1,1,1,1,1
441,1,1,1,1,1,1,1,1,1,1,1,1
442,1,1,1,1,1,1,1,1,1,1,1,1
443,1,1,1,1,1,1,1,1,1,1,1,1
444,1,1,1,1,1,1,1,1,1,1,1,1
445,1,1,1,1,1,1,1,1,1,1,1,1
446,1,1,1,1,1,1,1,1,1,1,1,1
447,1,5,5,1,1,1,1,5,5,1,5,5
448,1,1,1,1,1,1,1,1,1,1,1,1
449,1,1,1,1,1,1,1,1,1,1,1,1
450,1,1,1,1,1,1,1,1,1,1,1,1
451,1,1,1,1,1,1,1,1,1,1,1,1
452,1,1,1,1,1,1,1,1,1,1,1,1
453,1,1,1,1,1,1,1,1,1,1,1,1
454,1,1,1,1,1,1,1,1,1,1,1,1
455,1,1,1,1,1,1,1,1,1,1,1,1
456,1,1,1,1,1,1,1,1,1,1,1,1
457,1,1,1,1,1,1,1,1,1,1,1,1
458,1,5,5,1,2,1,1,5,4,2,4,4
459,1,1,4,1,1,1,1,4,1,1,5,2
460,1,1,1,1,1,1,1,1,1,1,1,1
461,1,2,1,1,1,1,1,2,2,2,2,2
462,1,1,1,1,1,1,1,1,1,1,1,1
463,1,1,1,1,1,1,1,1,1,1,1,1
464,1,5,5,1,1,1,1,5,5,1,5,5
465,1,2,4,2,2,2,2,4,4,2,4,2
466,1,1,1,1,1,1,1,1,1,1,1,1
467,1,1,1,1,1,1,1,1,1,1,1,1
468,1,1,1,1,1,1,1,1,1,1,1,1
469,1,1,1,1,1,1,1,1,1,1,1,1
470,1,1,1,1,1,1,1,1,1,1,1,1
471,1,1,1,1,1,1,1,1,1,1,1,1
472,1,1,1,1,1,1,1,1,1,1,1,1
473,1,1,1,1,1,1,1,1,1,1,1,1
474,1,5,5,1,1,1,1,5,5,1,5,5
475,1,1,1,1,1,1,1,1,1,1,1,1
476,1,1,1,1,1,1,1,1,1,1,1,1
477,1,5,5,1,1,1,1,5,5,1,5,5
478,1,1,1,1,1,1,1,1,1,1,1,1
479,1,1,1,1,1,1,1,1,1,1,1,1
480,1,1,1,1,1,1,1,1,1,1,1,1
481,1,1,1,1,1,1,1,1,1,1,1,1
482,1,5,5,1,1,1,1,5,5,1,5,2
483,1,1,1,1,1,1,1,1,1,1,1,1
484,1,1,1,1,1,1,1,1,1,1,1,1
485,1,1,1,1,1,1,1,1,1,1,1,1
486,1,1,1,1,1,1,1,1,1,1,1,1
487,1,5,5,1,1,1,1,5,5,1,5,5
488,1,1,1,1,1,1,1,5,5,1,2,4
489,1,1,1,1,1,1,1,1,1,1,1,1
490,1,1,1,1,1,1,1,1,1,1,1,1
491,1,1,1,1,1,1,1,1,1,1,1,1
492,1,1,1,1,1,1,1,1,1,1,1,1
493,1,1,1,1,1,1,1,1,1,1,1,1
494,1,1,1,1,1,1,1,1,1,1,1,1
495,1,1,1,1,1,1,1,1,1,1,1,1
496,1,5,5,1,1,1,1,5,5,1,5,1
497,1,1,1,1,1,1,1,1,1,1,1,1
498,1,1,1,1,1,1,1,1,1,1,1,1
499,1,1,1,1,1,1,1,1,1,1,1,1
500,1,1,1,1,1,1,1,1,1,1,1,1
501,1,1,1,1,1,1,1,1,1,1,1,1
502,1,1,1,1,1,1,1,1,1,1,1,1
503,1,1,1,1,1,1,1,1,1,1,1,1
504,1,5,5,1,1,1,1,5,5,1,5,5
505,1,1,1,1,1,1,1,1,1,1,1,1
506,1,1,1,1,1,1,1,1,1,1,1,1
507,1,1,1,1,1,1,1,1,1,1,1,1
508,1,5,5,1,1,1,1,5,5,1,5,5
509,1,1,1,1,1,1,1,1,1,1,1,1
510,1,1,1,1,1,1,1,1,1,1,1,1
511,1,1,1,1,1,1,1,1,1,1,1,1
512,1,5,1,1,1,1,1,5,5,1,5,5
513,1,1,1,1,1,1,1,1,1,1,1,1
514,1,5,5,1,1,1,1,5,5,1,5,5
515,1,1,1,1,1,1,1,1,1,1,1,1
516,1,1,1,1,1,1,1,1,1,1,1,1
517,1,4,3,1,2,2,1,4,4,2,4,4
518,1,1,1,1,1,1,1,1,1,1,1,1
519,1,1,1,1,1,1,1,1,1,1,1,1
520,1,1,1,1,1,1,1,1,1,1,1,1
521,1,1,1,1,1,1,1,1,1,1,1,1
522,1,1,1,1,1,1,1,1,1,1,1,1
523,1,1,4,1,1,1,1,5,5,1,4,4
524,1,1,1,1,1,1,1,1,1,1,1,1
525,1,1,1,1,1,1,1,1,1,1,1,1
526,1,1,1,1,1,1,1,1,1,1,1,1
527,1,1,1,1,1,1,1,1,1,1,1,1
528,1,1,1,1,1,1,1,1,1,1,1,1
529,1,1,1,1,1,1,1,1,1,1,1,1
530,1,4,4,1,2,1,1,5,4,2,5,4
531,1,1,1,1,1,1,1,1,1,1,1,1
532,1,5,5,1,1,1,1,5,5,1,5,5
533,1,1,1,1,1,1,1,1,1,1,1,1
534,1,1,1,1,1,1,1,1,1,1,1,1
535,1,1,1,1,1,1,1,1,1,1,1,1
536,1,4,4,2,2,2,1,4,4,2,3,3
537,1,1,1,1,1,1,1,1,1,1,1,1
538,1,1,1,1,1,1,1,1,1,1,1,1
539,1,1,1,1,1,1,1,1,1,1,1,1
540,1,1,1,1,1,1,1,1,1,1,1,1
541,1,1,1,1,1,1,1,1,1,1,1,1
542,1,1,1,1,1,1,1,1,1,1,1,1
543,1,5,5,1,1,1,1,5,5,1,5,5
544,1,4,4,1,2,2,1,5,4,2,4,3
545,1,1,1,1,1,1,1,1,1,1,1,1
546,1,1,1,1,1,1,1,1,1,1,1,1
547,1,1,1,1,1,1,1,1,1,1,1,1
548,1,1,1,1,1,1,1,1,1,1,1,1
549,1,1,1,1,1,1,1,1,1,1,1,1
550,1,1,1,1,1,1,1,1,1,1,1,1
551,1,1,1,1,1,1,1,1,1,1,1,1
552,1,5,5,1,1,1,1,5,5,1,5,5
553,1,1,1,1,1,1,1,1,1,1,1,1
554,1,1,1,1,1,1,1,1,1,1,1,1
555,1,1,1,1,1,1,1,1,1,1,1,1
556,1,1,1,1,1,1,1,1,1,1,1,1
557,1,1,1,1,1,1,1,1,1,1,1,1
558,1,1,1,1,1,1,1,1,1,1,1,1
559,1,1,1,1,1,1,1,1,1,1,1,1
560,1,1,1,1,1,1,1,1,1,1,1,1
561,1,1,1,1,1,1,1,1,1,1,1,1
562,1,1,1,1,1,1,1,1,1,1,1,1
563,1,1,1,1,1,1,1,1,1,1,1,1
564,1,1,1,1,1,1,1,1,1,1,1,1
565,1,1,1,1,1,1,1,1,1,1,1,1
566,1,5,5,1,1,1,1,5,5,1,5,5
567,1,1,1,1,1,1,1,1,1,1,1,1
568,1,1,1,1,1,1,1,1,1,1,1,1
569,1,5,5,1,2,2,1,5,4,5,5,4
570,1,1,1,1,1,1,1,1,1,1,1,1
571,1,1,1,1,1,1,1,1,1,1,1,1
572,1,5,5,1,1,1,1,5,1,1,5,1
573,1,1,1,1,1,1,1,1,1,1,1,1
574,1,1,1,1,1,1,1,1,1,1,1,1
575,1,1,1,1,1,1,1,1,1,1,1,1
576,1,5,5,1,1,1,1,5,1,1,1,1
577,1,1,1,1,1,1,1,1,1,1,1,1
578,1,1,1,1,1,1,1,1,1,1,1,1
579,1,1,1,1,1,1,1,1,1,1,1,1
580,1,1,2,1,1,1,1,2,2,2,5,2
581,1,1,1,1,1,1,1,1,1,1,1,1
582,1,1,1,1,1,1,1,1,1,1,1,1
583,1,1,1,1,1,1,1,1,1,1,1,1
584,1,1,1,1,1,1,1,1,1,1,1,1
585,1,1,1,1,1,1,1,1,1,1,1,1
586,1,5,5,1,5,1,1,5,5,1,5,5
587,1,1,1,1,1,1,1,1,1,1,1,1
588,1,1,1,1,1,1,1,1,1,1,1,1
589,1,1,1,1,1,1,1,1,1,1,1,1
590,1,1,1,1,1,1,1,1,1,1,1,1
591,1,1,1,1,1,1,1,1,1,1,1,1
592,1,5,5,1,1,1,1,5,5,1,5,1
593,1,1,1,1,1,1,1,1,1,1,1,1
594,1,1,1,1,1,1,1,1,1,1,1,1
595,1,1,1,1,1,1,1,1,1,1,1,1
596,1,1,1,1,1,1,1,1,1,1,1,1
597,1,5,5,1,1,1,1,5,5,1,5,1
598,1,1,1,1,1,1,1,1,1,1,1,1
599,1,1,1,1,1,1,1,1,1,1,1,1
600,1,5,1,1,1,1,1,5,1,1,5,1
601,3,2,3,2,3,3,1,3,4,2,3,2
602,2,2,3,3,2,3,3,4,4,2,3,4
603,2,1,3,4,3,3,3,4,4,2,2,2
604,4,4,4,4,3,3,2,5,4,3,2,2
605,4,4,3,2,3,3,4,4,4,4,4,4
606,2,3,4,4,2,2,2,4,4,4,1,4
607,3,3,3,3,3,3,3,3,3,3,3,3
608,1,1,2,4,2,2,1,3,3,1,1,1
609,3,2,3,2,2,2,2,2,4,3,3,3
610,1,4,2,3,2,3,1,5,1,2,3,2
611,3,4,4,4,4,4,2,4,4,4,3,3
612,4,4,4,4,4,2,2,4,4,3,3,2
613,1,2,2,2,1,2,2,3,3,1,3,1
614,1,3,4,3,4,2,1,5,5,2,3,3
615,2,2,3,1,2,4,1,2,4,2,3,3
616,2,4,4,2,4,3,4,4,4,4,3,3
617,2,2,2,4,4,4,3,4,4,3,1,2
618,2,1,4,1,2,1,2,4,5,1,5,2
619,3,2,2,4,4,2,2,4,3,2,2,2
620,3,3,3,3,3,3,3,3,3,3,3,3
621,3,2,2,2,2,2,1,4,4,4,2,3
622,3,4,2,1,1,2,3,4,2,2,4,3
623,3,4,4,1,4,2,2,2,4,4,4,4
624,2,3,3,2,2,2,4,2,4,2,2,2
625,3,2,3,3,4,4,2,3,5,4,3,3
626,1,2,2,2,2,2,2,3,2,2,2,3
627,3,2,2,1,1,4,2,4,4,1,4,4
628,3,4,4,4,4,4,4,4,3,3,4,3
629,2,1,1,1,1,1,1,4,4,1,4,3
630,3,4,4,4,2,2,4,4,4,2,5,4
631,3,4,4,4,2,4,2,5,3,2,2,2
632,4,5,4,4,5,4,4,5,4,4,4,4
633,2,2,2,2,2,2,2,4,3,2,3,2
634,1,1,3,3,1,2,2,1,1,1,1,1
635,4,3,3,3,3,3,3,3,3,3,3,3
636,2,2,2,2,2,2,3,2,3,2,3,2
637,1,2,1,2,4,2,2,5,5,4,4,1
638,2,1,1,2,2,2,2,4,4,2,2,3
639,2,1,3,3,1,1,1,2,1,2,1,1
640,3,4,3,4,4,3,4,4,4,3,4,2
641,1,1,3,2,2,3,3,4,4,1,3,3
642,2,4,4,4,4,4,4,4,4,2,5,4
643,4,3,2,1,2,1,4,4,5,4,2,5
644,1,3,3,3,2,2,4,2,2,2,3,3
645,2,4,3,2,1,2,2,4,4,2,4,2
646,3,2,4,2,4,2,2,2,4,2,4,2
647,1,1,1,3,2,3,5,2,1,2,3,1
648,2,1,4,4,2,4,1,5,5,4,4,4
649,1,1,3,1,1,3,2,1,2,1,2,1
650,2,2,3,2,2,3,3,4,3,4,3,2
651,1,4,4,1,2,4,4,4,4,2,4,4
652,1,1,1,1,1,1,1,1,1,1,1,1
653,1,1,1,1,1,1,1,1,1,1,1,1
654,1,1,1,1,1,1,1,1,1,1,1,1
655,1,1,1,1,1,1,1,1,1,1,1,1
656,1,1,1,1,1,1,1,1,1,1,1,1
657,1,1,1,1,1,1,1,1,1,1,1,1
658,1,1,1,1,1,1,1,1,1,1,1,1
659,1,1,1,1,1,1,1,1,1,1,1,1
660,1,1,1,1,1,1,1,1,1,1,1,1
661,1,5,5,1,1,1,1,5,5,1,5,1
662,1,1,1,1,1,1,1,1,1,1,1,1
663,1,1,1,1,1,1,1,1,1,1,1,1
664,1,1,1,1,1,1,1,1,1,1,1,1
665,1,1,1,1,1,1,1,1,1,1,1,1
666,1,1,1,1,1,1,1,1,1,1,1,1
667,1,1,1,1,1,1,1,1,1,1,1,1
668,1,5,5,1,1,1,1,5,5,1,5,1
669,1,1,1,1,1,1,1,1,1,1,1,1
670,1,1,1,1,1,1,1,1,1,1,1,1
671,1,1,1,1,1,1,1,1,1,1,1,1
672,1,2,2,2,2,2,2,2,2,2,2,2
673,1,5,5,1,1,1,1,5,5,1,5,1
674,1,1,1,1,1,1,1,1,1,1,1,1
675,1,1,1,1,1,1,1,1,1,1,1,1
676,1,5,5,1,1,1,1,5,5,1,5,5
677,1,1,1,1,1,1,1,1,1,1,1,1
678,1,1,1,1,1,1,1,5,5,1,5,1
679,1,1,1,1,1,1,1,1,1,1,1,1
680,1,1,1,1,1,1,1,1,1,1,1,1
681,1,1,1,1,1,1,1,1,1,1,1,1
682,1,5,5,1,1,1,1,5,5,1,5,1
683,1,1,1,1,1,1,1,1,1,1,1,1
684,1,1,1,1,1,1,1,1,1,1,1,1
685,1,1,1,1,1,1,1,1,1,1,1,1
686,1,5,5,1,1,1,1,5,1,1,1,1
687,1,1,1,1,1,1,1,1,1,1,1,1
688,1,1,1,1,1,1,1,1,1,1,1,1
689,1,1,1,1,1,1,1,1,1,1,1,1
690,1,1,1,1,1,1,1,1,1,1,1,1
691,1,1,1,1,1,1,1,1,1,1,1,1
692,1,1,1,1,1,1,1,1,1,1,1,1
693,1,5,1,1,1,1,1,5,1,1,1,1
694,1,1,1,1,1,1,1,1,1,1,1,1
695,1,1,1,1,1,1,1,1,1,1,1,1
696,1,1,1,1,1,1,1,1,1,1,1,1
697,1,1,1,1,1,1,1,1,1,1,1,1
698,1,5,1,1,1,1,1,5,5,1,5,1
699,1,1,1,1,1,1,1,1,1,1,1,1
700,1,1,1,1,1,1,1,1,1,1,1,1
701,1,1,1,1,1,1,1,1,1,1,1,1
702,1,1,1,1,1,1,1,1,1,1,1,1
703,1,1,5,1,1,1,1,5,1,1,1,1
